author_name,author_id,field_of_expertise_1,field_of_expertise_2,field_of_expertise_3,field_of_expertise_4,field_of_expertise_5,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Federico Girosi,Q3Do9UMAAAAJ,Modeling and Simulation,Machine Learning and Health Policy,Health Economics,,,205,313,431,535,592,603,553,774,748,710,818,937,1017,1063,1190,1292,1279,1262,1324,1262,1248,1216,1208,1149,1105,1057,1028,1062,985,974,935,903,228
Zhenhai Xia,oZS9HWsAAAAJ,composites,modeling and simulation,biomimics,catalysis,,,,,,,,,,,,,,,,,70,95,131,218,378,499,669,977,1315,1608,2002,2368,2755,2795,2605,2798,2786,940
Patrick Segers,PWjGliEAAAAJ,biomedical engineering,cardiovascular fluid mechanics,modeling and simulation,hemodynamics,vascular physiology,,,,,,,,,,,,62,96,137,193,216,292,362,448,593,761,996,1233,1437,1609,1778,2043,1941,2003,2272,2422,2259,594
Richard Fujimoto,q1bkP7AAAAAJ,modeling and simulation,parallel computing,distributed computing,distributed simulation,,181,247,335,352,406,378,337,424,522,510,479,482,515,702,837,814,815,689,808,840,746,817,809,722,719,631,697,536,522,435,398,334,107
J. Karl Johnson,a9QyH-0AAAAJ,modeling and simulation,,,,,,,,,,65,58,67,110,162,238,342,366,516,529,593,798,781,981,922,1005,1002,945,933,958,905,871,833,825,851,878,774,260
Xin Sun,wyN2Iz8AAAAJ,ICME,modeling and simulation,materials,multi-scale,advanced high strength steels,,56,62,31,34,41,57,40,46,47,43,54,43,56,107,81,95,107,173,251,365,441,589,770,929,1017,1260,1445,1701,1914,2317,2466,809
Luis Orlindo Tedeschi,uczywzIAAAAJ,Ruminant Nutrition,Bioenergetics,Modeling and Simulation,Feed Characterization,,,,,,,,,,,,47,121,142,232,244,320,365,432,428,554,603,670,668,837,873,925,1022,919,1294,1431,1574,1535,402
John A. Miller,K7j2Uk8AAAAJ,Modeling and Simulation,Web Services,Workflow,Databases,Big Data,,,,57,26,54,96,124,144,175,128,201,301,396,674,911,916,938,1080,1057,953,914,755,689,579,552,516,490,427,419,426,370,78
Carolin Körner,8riDUQ4AAAAJ,Additive Manufacturing,Modeling and Simulation,High performance alloys,Casting technology,,,,,,,,,,,,,,46,61,102,96,80,144,147,205,198,238,285,413,482,827,903,1231,1428,1665,2148,2159,727
MIchael Zyda,qPWq9YwAAAAJ,games,virtual environments,modeling and simulation,,,,41,78,68,146,258,254,226,264,426,388,401,469,505,462,482,473,403,455,392,433,555,516,547,510,518,502,572,515,424,443,426,101
KH Luo,sgjgAxQAAAAJ,combustion,energy,fluid mechanics,modeling and simulation,multiscale,,,,,,,,,,,53,51,36,105,79,76,101,80,110,139,169,164,311,324,423,566,653,908,1137,1175,1611,1891,736
TA Parthasarathy (TAP),MvvMnLIAAAAJ,Ceramic Composites,Advanced Metallic Alloys,Modeling and Simulation,,,67,74,115,143,143,180,191,209,183,229,252,247,219,253,246,276,278,339,392,297,438,434,417,466,499,496,465,535,568,583,674,687,216
Lei He,n_N-PJkAAAAJ,Modeling and simulation,electronic design automation,computing architecture,FPGA,medical AI,,,,,,,47,72,102,111,177,142,170,285,403,358,487,474,479,537,522,504,581,535,504,441,402,414,444,542,678,635,140
Dong Qian,xDtUresAAAAJ,mechanical engineering,computational mechanics,modeling and simulation,nanomechanics,multiscale methods,,,,,,,,,,,,38,92,194,226,231,294,298,259,318,378,328,341,401,418,469,588,751,807,866,1009,1141,414
SNSivanandam,LY958Q8AAAAJ,Modeling and Simulation,Evolutionary Computing,Systems Engineering,Linear Time Invariant Continuous System,,,,,,,,,,,,,,,,,27,53,122,264,385,499,650,737,782,722,795,727,718,682,683,638,609,137
Olav Egeland,BAD30S8AAAAJ,Modeling and simulation,robotics,robotic production,offshore control systems,,37,28,24,52,56,80,102,119,120,143,158,198,188,195,258,266,324,332,304,398,412,426,479,438,409,432,551,528,437,481,455,509,121
Murali Ramanathan,0OtqTloAAAAJ,Multiple sclerosis,Drug Development,Pharmacometrics,Artificial intelligence/Machine Learning,Modeling and Simulation,,,,,,,,,,,,41,53,79,107,124,170,230,274,354,469,579,615,564,520,604,494,521,623,750,781,809,208
Yong Min Lee,9dIJJ7gAAAAJ,Battery,Modeling and Simulation,Electrode Design,Soft Energy Materials,,,,,,,,,,,,,,,,,34,53,51,59,87,111,179,335,484,573,718,740,849,962,1049,1139,1106,402
Pradeep L. Menezes,A1x2feIAAAAJ,Tribology,Surface Engineering,Manufacturing,Composites,Modeling and Simulation,,,,,,,,,,,,,,,,,,62,83,82,139,126,314,143,219,451,495,635,718,933,1384,1845,583
Samuel Kounev,1iN71-YAAAAJ,Software Engineering,Systems Benchmarking,Modeling and Simulation,Autonomic/Self-Aware Computing,Cloud/Serverless Computing,,,,,,,,,,,,,,,35,42,46,71,128,170,209,250,323,591,565,620,672,732,687,666,734,751,176
Wentong Cai,QdmIiyIAAAAJ,Parallel and Distributed Computing,Modeling and Simulation,,,,,,,31,45,35,34,56,60,78,65,88,110,153,231,237,248,281,313,300,282,325,317,334,292,357,364,417,369,412,558,539,127
Srinivasakannan Chandrasekar,mvMG5NQAAAAJ,Fluidization,porous material,microwave heating,modeling and simulation,waste water treatment,,,,,,,,,,,,,,,,19,22,30,45,72,134,181,248,322,486,454,545,614,702,904,1012,993,320
Huayang Zhu,a7W6dggAAAAJ,Solid-oxide fuel cells,Protonic-conducting fuel cells,Batteries,Modeling and simulation,,,,,,,,,,,,,,,27,66,83,170,182,292,286,398,301,416,378,415,431,432,411,586,588,643,665,249
Andreas Tolk,0ftDEGMAAAAJ,Modeling and Simulation,Interoperability and Composability,Complex Adaptive Systems,,,,,,,,,,,,,37,33,63,142,194,254,285,245,309,313,291,332,398,362,425,374,397,462,482,409,413,410,114
Gerd Wagner,zna3SeQAAAAJ,Conceptual Modeling,Foundational Ontology,Model-Driven Development,Modeling and Simulation,Web Engineering,,17,42,36,42,56,87,63,52,64,72,122,163,242,372,314,424,328,393,365,356,265,316,306,251,229,273,298,277,228,241,237,46
Peter M Anderson,NGZ2h5UAAAAJ,Mechanical properties,nanostructured materials,modeling and simulation,,,45,37,37,51,26,60,54,63,77,81,112,109,158,197,209,185,206,180,150,198,217,220,253,263,286,273,285,321,357,368,466,562,238
Nael H. El-Farra,LoRzDQgAAAAJ,Process Control,Process Monitoring,Energy Systems Engineering,Modeling and Simulation,,,,,,,,,,,,16,18,63,106,188,174,276,385,386,284,253,384,400,358,384,321,339,379,347,331,313,304,112
Peter N. Ciesielski,cCZVp8sAAAAJ,Bioenergy,Bio-based materials,Catalysis,Advanced Imaging,Modeling and Simulation,,,,,,,,,,,,,,,,,,,,18,40,57,95,194,247,380,465,660,799,923,996,1051,302
Jennifer Hicks,vOur3Q4AAAAJ,Biomechanics,Modeling and Simulation,,,,,,,,,,,,,,,,,,,,,,21,37,62,64,69,74,79,184,281,433,618,839,1363,1554,417
Billy Williams,grIuzOoAAAAJ,Traffic Flow Theory,Modeling and Simulation,Intelligent Transportation Systems,Traffic Forecasting,,,,,,,,,,,,,,19,33,64,65,84,96,110,124,170,226,253,304,296,362,326,506,574,711,655,789,155
Jose CM Outeiro,__yDb3QAAAAJ,Advanced Manufacturing,Sustainable Manufacturing,Surface Integrity,Modeling and Simulation,Digital Twin,,,,,,,,,,,,,,,,27,50,64,77,128,145,216,246,380,371,330,479,491,528,536,661,789,148
Peter Bonate,4DUuvrAAAAAJ,Pharmacokinetics,Clinical Pharmacology,Modeling and Simulation,Communication,,,,20,27,25,31,43,24,24,38,56,83,65,64,130,175,178,186,250,274,285,272,261,300,328,312,308,301,315,341,366,352,92
Peter Buchholz,0acDre4AAAAJ,Modeling and Simulation,Markov Processes,Numerical Methods,Performance Modeling,,,,18,47,90,73,54,89,88,104,112,121,142,213,172,257,229,217,247,275,245,316,232,277,211,267,256,262,224,158,161,180,42
Russell Bent,DPvklMcAAAAJ,Operations Research,Artificial Intelligence,Power Systems,Modeling and Simulation,,,,,,,,,,,,,,,35,71,65,113,115,150,132,159,212,215,256,282,310,339,409,558,534,651,620,152
Adolfy Hoisie,cVOK6MsAAAAJ,Computer science,computer architecture,modeling and simulation,,,,,,,,,,,15,35,21,62,202,194,254,223,178,207,223,279,298,303,269,320,327,313,272,247,257,203,195,156,28
Sandhya Girish,6O0j3SIAAAAJ,Clinical Pharmacology,pharmacometrics,modeling and simulation,,,,,,,,,,,,,,,16,28,39,30,34,44,87,132,216,380,505,490,394,445,350,297,318,404,412,437,91
Ajay Seth,WlP-Q9sAAAAJ,Biomechanics,Modeling and Simulation,Computational Biomechanics,Human Movement,Multibody Dynamics,,,,,,,,,,,,,,,,,,,14,15,66,109,125,213,227,399,434,447,575,568,751,808,220
Luciano Bononi,oWTRkoAAAAAJ,Wireless Networks,Modeling and Simulation,Internet of Things,Smart Energy and Mobility,Digital Twin,,,,,,,,,,,,16,26,49,109,140,102,107,147,161,168,224,220,322,309,389,318,379,425,446,412,297,88
David Kazmer,QHwwvHMAAAAJ,product design,polymer processing,modeling and simulation,,,,,,,,,16,10,28,29,63,80,143,197,163,201,209,165,144,216,231,178,203,204,162,186,201,196,258,305,452,461,119
Xiaomin Deng,vpTwG0wAAAAJ,Solid mechanics,finite element,modeling and simulation,manufacturing process simulation,molecular dynamics simulation,,,18,18,21,27,27,39,32,46,45,62,94,101,148,161,161,186,208,237,258,216,270,267,249,270,269,284,217,212,220,207,55
Francesco Longo,xAG5ggwAAAAJ,Modeling and Simulation,,,,,,,,,,,,,,,,,,,,22,28,35,66,80,120,187,272,249,252,283,299,262,315,431,574,709,222
Parviz Ghahramani,H0hCkDwAAAAJ,Clinical Pharmacology,Modeling and Simulation,Pharmacometrics,Strategic Portfolio Management,Drug Development,,,,,,,,,23,42,87,122,162,180,229,254,242,279,249,208,176,156,176,219,147,171,182,168,196,174,190,200,50
Prof. Dr. Fateh Mebarek Oudina (F. Mebarek-Oudina),UbsZtmQAAAAJ,Applied Mathematics,Nanofluids,Magnetohydrodynamics (MHD),Heat and Mass Transfer,Modeling and simulation...,,,,,,,,,,,,,,,,,,,,,,,,,,,17,62,193,552,1175,1521,728
Ernesto Kofman,WdXDZEkAAAAJ,Modeling and Simulation,Control Theory,,,,,,,,,,,,,,,15,45,28,47,98,109,99,124,160,170,206,262,335,350,299,261,318,280,253,370,274,67
Subramaniam Ramalingam,pdQxLskAAAAJ,Biofuels,Bioprocessing,Adsorption,Modeling and simulation,,,,,,,,,,,,,,,,,,,23,25,29,81,118,176,266,271,377,269,367,419,514,516,428,113
Paul Veers,yfBBH0MAAAAJ,Wind energy,turbulence,atmospheric science,modeling and simulation,reliability,10,15,16,18,9,28,9,26,27,21,14,21,41,49,46,61,66,100,82,123,198,161,203,228,206,270,233,226,247,248,282,437,116
André Leier,YGqi6JwAAAAJ,Computational Biomedicine,Systems Biology,Bioinformatics,Modeling and Simulation,Machine Learning,,,,,,,,,,,,,,,12,29,49,53,73,82,96,101,113,126,101,93,121,198,473,633,604,745,171
Levent Yilmaz,uPBKJewAAAAJ,Modeling and Simulation,Agent-Directed Simulation,Multi-Agent Systems,Autonomous Systems,Complex Adaptive Systems,,,,,,,,,,,,,,,17,25,60,59,111,118,102,123,125,147,272,330,463,364,412,342,325,327,64
Malcolm Low,bDF-COcAAAAJ,Modeling and Simulation,Optimization,,,,,,,,,,,10,9,33,26,36,29,37,65,87,86,86,151,203,223,324,289,310,283,235,231,223,207,173,195,140,25
Farhad Sharif,KOsfLGMAAAAJ,Advanced Manufacturing,Advanced Functional Material,Graphene,Polymer/ Nano Composites,Modeling and Simulation,,,,,,,,,,,,,,,,,11,11,22,37,45,107,167,196,252,329,321,328,363,348,453,536,177
RP Kingsly Ambrose,L9rb0JoAAAAJ,Particle Technology,Post-harvest engineering and technology,grain processing,modeling and simulation,,,,,,,,,,,,,,,,,,33,62,83,125,158,179,201,244,231,254,283,273,260,298,407,462,119
Wil Thissen,qEKSzYoAAAAJ,Systems and Policy Analysis,modeling and simulation,impact assessment,,,,,,,,,,,,13,37,36,65,54,73,75,107,100,144,130,163,199,219,220,232,201,258,254,228,225,231,228,44
J Mailen Kootsey,n1x9YiAqLU8C,Modeling and simulation,cardiac electrophysiology,,,,146,98,111,99,85,114,117,88,81,124,110,102,75,85,77,56,55,64,54,56,73,69,59,78,51,37,40,44,52,52,49,44,10
"Suresh Kumar Agarwal, MS, PhD, RPH",u6M58JEAAAAJ,Clinical Pharmacology,Modeling and Simulation,,,,,,,,,,,,,,,,,,,,,,,,,,,9,15,73,230,410,505,664,738,647,156
L. Miguel Silveira,IMt587kAAAAJ,Electrical and Computer Engineering,Modeling and Simulation,Model Reduction,Parallel,DIstributed and Concurrent Programming,,,,9,10,20,37,71,70,105,82,117,138,168,186,154,218,197,188,178,179,157,139,127,108,109,96,111,87,82,116,140,66
Jannatul Azmir,mRpl9V0AAAAJ,Modeling and simulation,CFD and DEM,Data Analysis,Machine learning,Process simulation,,,,,,,,,,,,,,,,,,,,,,,10,102,146,204,288,408,459,503,550,591,116
Emilio Jimenez,SRdXUmkAAAAJ,Modeling and simulation,Discrete event systems,Industry 4.0,Renewable energy,Environmental impact,,,,,,,,,,,,23,3,11,20,7,15,25,35,58,91,121,129,171,212,261,265,310,318,316,468,405,97
Matilde Santos Peñas,JHVfbC8AAAAJ,Intelligent Control,Modeling and Simulation,Soft Computing,Engineering Applications,Floating Wind Turbines,,,,,,,,,,,,12,12,7,21,36,45,58,52,88,107,103,108,120,154,187,180,232,323,326,440,507,158
Jenny Y Chien,8Ois0p0AAAAJ,Clinical pharmacology,PK/PD,pharmacometrics,modeling and simulation,diabetes,,,,,,,,10,13,13,14,32,29,39,37,58,85,80,62,81,103,147,158,253,277,314,228,229,240,243,240,268,87
Francesco Topputo,pMHn_coAAAAJ,low-energy low-thrust space trajectories,ballistic capture,Lagrange points,nonlinear optimal control,modeling and simulation,,,,,,,,,,,,,,,,,14,20,25,56,66,106,99,137,151,184,193,293,311,316,430,702,213
David McKeown,6MdiFdgAAAAJ,Geospatial visualization,remote sensing,modeling and simulation,computer vision,,68,96,94,117,130,126,152,128,110,119,96,87,95,93,95,100,85,87,76,85,86,77,74,78,60,59,60,76,52,62,38,33,5
Mingtao Li,Cg-ZmKoAAAAJ,Process Systems Engineering,Energy System Engineering,AI for Energy,Carbon Neutrality,Modeling and Simulation,,,,,,,,,,,,,,,,,,,,11,33,71,90,107,198,257,312,351,371,379,419,482,213
Jan Broeckhove,GV7V0gwAAAAJ,Modeling and Simulation,Computational Science,Parallel and Distributed Computing,,,13,19,14,30,29,16,32,23,21,18,32,40,29,34,51,53,54,113,129,82,110,156,219,222,234,211,220,196,172,165,161,129,29
Mats Åkesson,7mRib0sAAAAJ,cell culture and fermentation,bioprocessing,automatic control,modeling and simulation,,,,,,,,,,,9,24,20,28,53,106,138,237,181,217,224,173,233,213,189,193,183,166,148,149,109,111,99,25
seyed mahmoud mousavi,uYzCAI8AAAAJ,Chemical Engineering,Environmental Engineering,Modeling and Simulation,Membrane Processes and Membrane,,,,,,,,,,,,,,,10,10,13,18,22,26,34,58,91,141,176,191,239,266,244,293,355,416,461,154
Jyh-Pin Chou,bx_4r64AAAAJ,Modeling and Simulation,Electronic properties of Nanomaterials,Surface Catalyst,2D Materials,,,,,,,,,,,,,,,,,,,,,,11,14,17,21,71,83,85,242,466,571,675,751,220
Michael Lees,Wd-m908AAAAJ,Modeling and Simulation,Agent-based modeling,Complex Systems,Distributed Simulation,,,,,,,,,,,,,,,10,26,44,48,56,82,89,112,151,129,161,176,183,219,246,276,259,363,318,72
Assoc. Prof. Chuong V. Nguyen,EAc3tzgAAAAJ,Graphene,2D Materials,Modeling and Simulation,Density Functional Theory,Quantum Espresso,,,,,,,,,,,,,,,,,,,,,,,,11,26,30,33,106,322,628,833,765,301
Rafael Ferreira da Silva,N63oC44AAAAJ,Scientific Workflows,Distributed Computing,Workflow Management,Modeling and Simulation,High Performance Computing,,,,,,,,,,,,,,,,,,,,,10,34,61,70,169,236,288,307,382,368,476,465,102
Akira Sasaki,rgmgwz4AAAAJ,plasmas,quantum electronics,EUV,modeling and simulation,percolation,,,,,,,,,12,47,79,63,88,106,120,165,176,245,208,177,161,156,164,147,138,139,135,111,102,90,83,52,26
Prof Kumanan Somasundaram,c6zGsIAAAAAJ,Modeling and Simulation,Intelligent Manufacturing,Supply chain Management,E Maintenance,Field service Management,,,,,,,,,,,,,,,,9,22,34,50,85,117,171,185,223,229,248,231,230,223,219,293,275,72
Didier Renard,Jp1cBH8AAAAJ,Modeling and simulation,pharmacometrics,biostatistics,drug development,,,,,,,,,,,8,19,34,44,73,96,77,100,119,114,140,142,149,205,169,173,207,157,164,150,167,167,152,43
Shahrouz Aliabadi,TvHhyjEAAAAJ,High Performance Computing,Modeling and Simulation,Finite Element and Volume Methods,Aerospace and Environmental Engineering,,,,14,27,31,38,120,75,85,59,88,77,81,67,99,145,65,73,107,110,115,130,173,146,108,156,112,131,108,91,80,97,17
Xueping Li,VNdOMvoAAAAJ,Modeling and simulation,Optimization,Healthcare engineering,Supply chain and logistics,Data Analytics,,,,,,,,,,,,,,,,,20,20,31,45,48,64,108,141,155,181,220,255,274,286,406,463,103
rajeev kumar garg,kHGi1rMAAAAJ,modeling and simulation,,,,,,,,,8,9,22,14,8,23,21,23,22,28,35,24,30,46,38,57,49,61,70,85,124,146,155,197,215,210,386,538,106
Florence Maraninchi,HgkrJ3UAAAAJ,embedded systems,synchronous languages,programming language semantics,hardware/software interface,modeling and simulation,,10,17,54,24,47,48,67,57,64,73,57,67,45,113,147,171,206,181,171,164,151,170,96,109,87,94,74,59,52,33,31,12
Sastry Isukapalli,9XkgHEUAAAAJ,AI / ML,Cloud Computing,Emerging Technologies,Big Data Analytics,Modeling and Simulation,,,,,,,,,,10,11,22,31,41,42,57,62,72,89,112,110,152,162,205,178,195,175,207,206,201,180,169,35
Job van Amerongen,ZM5AMQ4AAAAJ,Control Engineering,Mechatronics,Intelligent Control,Modeling and Simulation,,28,34,43,32,34,29,38,65,53,83,66,79,108,103,94,127,133,121,110,93,93,90,110,116,87,98,99,70,82,64,56,36,10
Jan Freijer,hpbVI8QAAAAJ,Modeling and simulation,,,,,,,,,8,20,22,30,27,36,57,48,60,61,81,98,79,118,130,143,141,126,147,159,138,141,123,134,112,109,123,122,34
Sepehr Arbabi,uGwMncoAAAAJ,Applications of Percolation,Oil and Gas,Modeling and Simulation,Process Integration,,19,32,42,38,62,57,41,59,60,68,92,75,69,65,97,102,91,75,71,108,112,120,120,109,149,93,83,78,85,98,120,88,25
Jin Y. Jin,JLkyzUMAAAAJ,pharmacometrics,clinical pharmacology,modeling and simulation,computational model,,,,,,,,,,,,,,,7,20,15,27,26,22,26,47,69,97,103,115,151,173,218,286,356,353,373,123
Ricardo Simoes,6RAhE18AAAAJ,Product Design and Development,Computational Materials Science,Modeling and Simulation,,,,,,,,,,,,,,7,9,21,8,22,16,13,30,55,56,103,124,151,149,194,201,231,263,278,298,302,69
SA El-Tantawy,gEExLpMAAAAJ,Modeling and Simulation,Numerical analysis,Theoretical Physics,Nonlinear waves,Physics of plasmas,,,,,,,,,,,,,,,,,,,,,19,42,52,68,65,71,164,144,204,232,443,777,323
Young B Moon,RX9Q1y0AAAAJ,Cyber-Manufacturing Systems,Machine Learning,Modeling and Simulation,Cyber-Physical Security,Sustainability,,7,21,19,45,26,27,40,32,26,26,17,16,17,21,30,41,52,60,96,91,99,121,98,92,108,131,171,208,217,248,269,61
David Griffith,cbKQJ94AAAAJ,wireless communications,signal processing,modeling and simulation,,,,,,,,,,,,,12,21,26,35,56,62,31,46,40,58,63,101,78,76,81,93,155,149,235,289,355,350,103
Muhammad Zubair,CnJG4HoAAAAJ,Applied Electromagnetics,Metamaterials and Nanophotonics,Fractional Modeling,Biomedical Imaging,Modeling and Simulation,,,,,,,,,,,,,,,,,,,,,17,33,49,47,55,40,73,123,167,237,500,927,243
Islam H. El-adaway,COzssEMAAAAJ,Construction Engineering and Management,Infrastructure Management,Modeling and Simulation,Decision Management,Contract Mana,,,,,,,,,,,,,,,,,,,7,10,7,27,30,43,41,60,89,128,169,341,537,771,194
José L. Risco-Martín,rxlXgfQAAAAJ,DEVS formalism,Modeling and Simulation,Optimization,Artificial Intelligence,Parallel and Distributed Computing,,,,,,,,,,,,,,,,7,22,46,89,93,134,93,109,136,158,155,226,217,195,225,181,212,58
Kartik Ganapathi,fawRlY0AAAAJ,Semiconductor devices,modeling and simulation,,,,,,,,,,,,,,,,,,,,,,,,43,119,195,225,264,283,290,240,228,163,161,128,38
Saurabh Mittal,G1EkqjMAAAAJ,Modeling and Simulation,Complex adaptive systems,Cyber Physical Systems,DEVS,System of Systems,,,,,,,,,,,,,,,9,33,55,65,144,83,141,80,163,141,127,133,156,238,193,186,136,136,50
Suresh Gupta,tqwaWI8AAAAJ,Environmental Engineering,Separation Processes,Modeling and Simulation,Bioremediation,Energy Integration,,,,,,,,,,,,,,,,,,23,45,62,81,105,147,142,208,222,217,202,160,174,216,217,59
Tuan V. Vu (Ph.D),ch9mhAEAAAAJ,2D Materials,Modeling and Simulation,Density Functional Theory,Semiconductors,,,,,,,,,,,,,,,,,,,,,,,,,,,20,25,69,103,400,612,768,295
Maxwell Lewis Neal,E2zYEoUAAAAJ,computational biology,modeling and simulation,biomedical semantics,patient-specific modeling,bioinformatics,,,,,,,,,,,,21,39,38,40,20,32,63,76,73,119,62,144,111,131,164,125,165,200,195,194,170,41
Dr. David Stargel,CJTVo4YAAAAJ,modeling and simulation,,,,,,,,,,,,,,,,,,,,,,,,12,25,32,36,50,36,57,65,136,239,359,491,561,123
Weiping Shi,m1x4qEkAAAAJ,Electronic Design Automation,Integrated Circuits,Algorithms,Modeling and Simulation,,8,10,10,12,16,22,22,21,27,28,18,18,42,74,99,119,146,180,137,154,112,143,106,158,84,58,77,48,47,33,44,46,19
Xiaolin Hu,zeU19nAAAAAJ,Modeling and simulation,agent and multi-agent systmes,,,,,,,,,,,,,,,,11,18,40,27,65,57,102,81,120,111,138,142,162,135,156,173,169,131,119,154,42
William R. Cannon,AlrLiSQAAAAJ,Statistical Physics,Computational Biology,Modeling and Simulation,Enzymology and Metabolism,,,,,,,,22,25,21,39,42,39,45,38,37,57,74,54,67,79,77,71,65,74,80,72,75,87,91,182,238,284,94
